pid: 12350 ,2018-04-16 06:07:53 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:10:48 Recode: stop page by flag: https://office.shengfxchina.com:8443/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=0&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&comm_type=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:10:48 Recode: 平台2 buy数据抓取完毕,可插入数据长度0 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:19 Recode: stop page by flag: http://office.shengfx888.com/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=0&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:19 Recode: 平台1 buy数据抓取完毕,可插入数据长度0 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:26 Recode: stop page by flag: https://office.shengfxchina.com:8443/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=1&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&comm_type=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:27 Recode: save_transaction_data success 
pid: 12645 ,2018-04-16 06:11:27 Recode: 平台2 sell数据抓取完毕,可插入数据长度3 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:34 Recode: stop page by flag: http://office.shengfx888.com/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=1&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:34 Recode: 平台1 sell数据抓取完毕,可插入数据长度0 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:40 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:41 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:41 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:41 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:41 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:41 Recode: stop page by flag: https://office.shengfxchina.com:8443/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=6&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&comm_type=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:42 Recode: save_transaction_data success 
pid: 12645 ,2018-04-16 06:11:42 Recode: 平台2 balance数据抓取完毕,可插入数据长度4 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:11:47 Recode: stop page by flag: http://office.shengfx888.com/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=6&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:49 Recode: save_transaction_data success 
pid: 12645 ,2018-04-16 06:11:49 Recode: 平台1 balance数据抓取完毕,可插入数据长度2 
pid: 12645 ,2018-04-16 06:11:54 Recode: stop page by empty: https://office.shengfxchina.com:8443/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=7&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&comm_type=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:11:54 Recode: 平台2 credit数据抓取完毕,可插入数据长度0 
pid: 12645 ,2018-04-16 06:12:00 Recode: begin parse_transaction_tr 
pid: 12645 ,2018-04-16 06:12:00 Recode: stop page by flag: http://office.shengfx888.com/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=7&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&T_LOGIN=&page=1 
pid: 12645 ,2018-04-16 06:12:00 Recode: 平台1 credit数据抓取完毕,可插入数据长度0 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: begin parse_withdraw_tr 
pid: 12645 ,2018-04-16 06:12:06 Recode: stop page by empty: https://office.shengfxchina.com:8443/deposit/waitin?layout=yes&weburlredect=1&page=1 
pid: 12645 ,2018-04-16 06:12:06 Recode: 平台2 withdraw数据抓取完毕,可插入数据长度0 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:04 Recode: stop page by flag: https://office.shengfxchina.com:8443/report/history_trade?username=&datascope=&LOGIN=&TICKET=&PROFIT_s=&PROFIT_e=&qtype=&CMD=0&closetime=&OPEN_TIME_s=&OPEN_TIME_e=&CLOSE_TIME_s=&CLOSE_TIME_e=&comm_type=&T_LOGIN=&page=1 
pid: 12981 ,2018-04-16 06:14:04 Recode: 平台2 buy数据抓取完毕,可插入数据长度0 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
pid: 12981 ,2018-04-16 06:14:25 Recode: begin parse_transaction_tr 
